Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Malta,MLT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8327.953845,8904.982534,9437.302488,9993.572323,10683.39775,11518.6383,12168.74546,13451.13137,14166.03778,15110.43302,18357.98878,18513.53578,19599.94126,20930.42656,21545.56999,22306.59117,23317.55869,25061.86157,26523.41438,26650.96635,28722.34916,28973.1667,30243.58796,32295.61477,34344.10023,37455.20498,39705.42484,43493.72498,45874.77586,49565.44093,45322.16797,50788.54137,55865.84637
Myanmar,MMR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.9577475,443.3984934,490.5951936,525.5398308,569.4229483,613.882056,657.0734221,697.3680101,737.4608321,820.0276217,943.4757356,1063.047656,1197.3348,1376.841726,1591.532366,1849.087669,2139.085746,2442.185009,2728.29668,3017.73112,3322.80185,3552.469936,3815.871809,4111.800884,4346.262599,4427.767791,4424.708497,4670.080729,5045.706686,5435.52094,4972.303659,4539.509365,5019.739732
Middle East & North Africa (excluding high income),MNA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4671.833152,5027.910865,5257.41536,5351.698371,5426.491236,5573.972638,5918.540224,6122.044373,6475.105567,6751.764651,7207.158299,7426.982282,7658.19497,7825.57036,8506.891918,8972.503948,9540.486625,10206.95102,10554.26038,10661.57127,11131.95849,11140.91893,11354.18786,11199.76649,10855.8349,10206.56834,10270.84733,10710.93775,10985.4638,11100.95819,10816.20411,11633.32815,12816.65512
Montenegro,MNE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6002.605959,6771.370562,7100.324632,7341.204648,7842.347764,8313.63308,10457.20517,12460.6812,13816.50383,13022.82617,13635.83095,14472.42313,13863.77293,14870.05736,15371.17376,16332.87466,18199.1577,19682.40971,21513.51009,23792.339,20482.80212,23318.14302,27027.48297
Mongolia,MNG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3378.01154,3132.639622,2860.107539,2792.892647,2873.922768,3082.675032,3172.927328,3318.584391,3434.314617,3555.144439,3643.610538,3802.166584,4008.493374,4335.971196,4883.732579,5357.262066,5944.022326,6667.241007,7320.552883,7184.470916,7631.145921,8998.687722,10346.01488,10685.71693,11198.3214,10769.25436,10832.48254,11431.49802,12342.03802,12986.37747,12320.27933,12875.62538,14260.30965
Northern Mariana Islands,MNP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.3627026,310.045895,287.6610757,317.7426773,329.0605481,328.0893724,358.6825812,397.0580669,432.6491697,478.8584944,481.5007917,541.8341182,588.1741165,626.5891282,678.2534549,724.6640026,800.2766569,862.1348856,914.8143239,949.5714646,996.8694658,1058.669323,1073.071854,1112.739311,1166.893477,1321.869798,1385.403841,1291.671479,1329.071093,1344.884913,1307.287997,1359.310603,1477.3494
Mauritania,MRT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2673.332335,2731.095024,2738.053699,2848.814448,2725.410197,2972.163755,3138.774451,2995.358336,3032.380124,3102.776474,2964.592889,2934.392595,2957.18038,3155.55428,3320.771149,3637.09047,4337.520445,4266.91766,4227.345309,4144.174364,4181.977577,4314.773195,4344.632168,4570.492347,4393.08554,4306.676799,4829.608609,5259.062902,5496.245211,5621.653077,5529.721005,5674.292432,6295.780998
Mauritius,MUS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5007.610275,5348.528641,5750.526465,6113.10145,6411.491678,6768.154124,7203.146095,7647.74212,8117.612309,8340.238581,9138.577107,9581.278198,9819.339812,10529.97923,11210.31537,11697.89933,12586.73424,13605.10319,14560.24865,15099.20314,15911.6331,16877.46517,17191.91009,18102.92014,18874.82078,19743.6253,21308.6853,22143.82655,23571.89416,24680.5578,21365.11269,23079.06746,26979.05322
Malawi,MWI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671.8773268,732.8141681,675.063659,747.5614465,693.8233488,828.4265611,887.9577903,919.4979605,946.2841092,967.0532704,981.6990038,931.5262556,938.8032371,986.5483575,1040.117478,1077.896281,1131.218037,1237.735946,1319.334201,1397.176711,1468.095208,1528.11656,1486.909319,1594.533998,1552.274681,1457.139406,1475.119612,1454.777492,1513.967035,1582.070725,1573.039483,1645.403715,1732.604111
Malaysia,MYS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7010.26814,7718.632725,8359.694394,9146.264905,9921.600848,10822.43543,11799.40225,12542.25056,11447.56877,12013.97315,13038.53479,13061.26049,13632.53502,14351.41497,15367.4434,16314.30914,17364.50238,18549.02712,19408.67053,18860.48072,20146.96162,21308.21578,22527.00105,22959.20176,24012.82509,24164.95968,24864.03924,25935.13952,27480.95492,28848.10085,27300.2668,29139.3705,33525.30125
North America,NAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23525.67405,23933.76054,24943.95674,25897.99848,27194.62455,28177.39963,29384.30324,30849.07089,32212.67529,33862.62611,35650.12322,36460.32577,37310.27144,38792.38218,40962.00099,43360.92832,45501.79534,47221.5147,47767.80731,46376.8032,47808.0293,49236.05772,50842.1091,52395.7477,54188.06728,55554.45921,56724.76313,58740.6449,61520.30381,63553.24975,61855.05356,68447.24625,74452.52502
Namibia,NAM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3875.941621,4191.519948,4450.416138,4340.955595,4369.652238,4499.749239,4600.289861,4752.741981,4842.293128,4955.170571,5126.589643,5197.381746,5437.066064,5698.276136,6487.933446,6778.632149,7392.815403,7901.464217,8156.669375,8116.32379,8579.840767,9061.271374,9458.791173,9863.584458,10609.20988,10783.27452,10582.81823,10335.26743,10512.97531,10434.09591,9548.232952,10161.28658,11531.30052
New Caledonia,NCL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731.5727534,729.9673088,738.200376,734.5899848,740.0233948,748.8184852,738.0263805,737.2159338,792.6160101,775.1322482,756.755653,801.8455647,825.2389504,830.1828814,825.7364864,881.8535418,928.7961781,948.6949447,1004.08365,992.9138483,1051.090318,1057.839871,1148.395343,1118.349114,1134.741716,1138.113651,1146.010418,1155.97385,1221.959738,1269.068386,1282.571924,1309.286286,1505.542648
Nigeria,NGA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2056.828791,2080.022802,2170.47583,2121.778071,2073.66925,2062.199221,2133.473433,2178.348393,2203.581774,2191.258739,2292.841832,2418.266344,2757.452332,2938.271484,3208.585866,3428.652416,3648.90381,3887.736752,4116.828423,4355.769088,4632.131313,4843.604555,4899.529196,5136.645243,5415.86121,5342.035991,5159.580444,5120.005598,5212.138871,5291.66297,5137.598402,5431.919211,5862.23507
Nicaragua,NIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947.817416,1963.6765,1970.698516,1965.306136,2030.065322,2150.225764,2284.738854,2375.08283,2451.609655,2621.39013,2750.781425,2857.252496,2886.835154,2981.697476,3186.572767,3384.227933,3584.173159,3814.355692,3964.338081,3802.917864,3959.969226,4234.827082,4392.628883,4567.418096,4889.214186,5230.528231,5618.066546,5915.389722,5772.225046,5627.047456,5523.557914,6280.922846,6877.070832
Netherlands,NLD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19175.70766,20148.29546,20801.17014,21412.27431,22381.72001,23446.97813,24515.53195,26016.99595,27709.61439,29268.5361,31876.9544,33186.52627,34447.20532,34151.35354,35809.9829,37625.56171,41011.15264,43944.71378,46420.20168,44557.39386,45041.58371,46599.02103,47272.10302,49241.51784,49233.2154,50288.59139,52288.41508,55088.6338,57826.6285,60208.42217,59822.95427,64488.82069,70869.40738
Norway,NOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18461.7126,19581.21192,20623.942,21584.6363,23028.52779,24361.66749,26825.69743,28608.58779,28199.28267,30573.73422,36988.9288,37829.55904,38056.24043,38684.52461,42671.96489,47966.86401,54366.00639,56175.65609,62072.75399,55620.83798,58226.71392,62460.09082,65774.35207,67377.92623,66332.46144,60737.88681,59280.1992,64589.55592,70253.84637,69916.37683,65130.17219,81866.79519,114929.521
Nepal,NPL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825.5896774,884.6701939,915.9893641,947.9206425,1022.354503,1055.262707,1108.075712,1160.385628,1185.692931,1232.5876,1315.970632,1387.797809,1390.169491,1453.408173,1543.018878,1629.159253,1720.62604,1814.095163,1949.504079,2039.905054,2153.126406,2264.329511,2474.08355,2656.358829,2887.631573,2931.620495,2925.532146,3495.5288,3808.722113,4088.421359,3972.515323,4252.375175,4726.606504
Nauru,NRU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4206.658838,4004.879692,3785.901955,3626.457799,6112.706849,5784.692384,5755.290157,6426.368965,8465.943071,8795.198673,10090.95787,9404.410202,10032.5232,9359.986725,10134.27677,10976.39481,11418.55934,12126.58875,13021.39887
New Zealand,NZL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14836.33615,14526.01218,14902.00808,15926.51944,17096.7031,17878.05494,18436.92797,19125.07012,19319.09049,20579.36592,21501.99843,22526.42478,23306.27954,23990.07928,25103.31711,25677.41908,27732.75555,29332.49916,29827.14255,30679.0352,31224.74899,32701.3786,32988.60976,36242.62123,37293.35679,37479.68298,39933.57444,42204.74574,42507.42881,45852.42302,45554.93294,48443.87301,52149.2369
OECD members,OED,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16692.61346,17323.26333,17951.75545,18437.81591,19247.06227,20017.28793,20897.43815,21836.61092,22423.75653,23284.00942,24712.98238,25484.38684,26265.66206,27043.30146,28475.00831,29808.23523,31785.58636,33345.23327,34222.1261,33291.62867,34560.01726,35994.50739,36980.19133,38280.12584,39396.01566,40509.24177,41872.20516,43474.77314,45159.49722,46721.31716,45356.56272,49170.27814,54101.4987
Oman,OMN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26296.72474,27457.78167,29065.53625,30233.08178,31146.33148,32789.11578,33825.99725,35906.49134,36711.95949,36821.77077,39581.10022,41745.80645,41423.69968,40641.55946,41633.93375,43198.02195,46090.09979,48588.55876,52665.02527,55272.62223,53255.60642,50267.64686,50308.46282,47520.07375,44573.97419,36449.08849,33800.29205,34218.38813,35034.58586,35248.2074,34952.16348,37842.83976,41738.16078
Other small states,OSS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10965.86949,11532.10429,12091.3717,12683.74752,14027.12023,14982.05684,16833.43045,18622.30415,20104.78525,20331.46092,22017.4313,23843.20177,24962.83369,25204.23502,24957.16508,21226.78417,20695.78639,22131.71022,22750.15289,23413.55751,22263.17331,23915.88654,26376.25901
Pakistan,PAK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1907.264372,2005.710257,2152.235009,2185.343213,2249.169897,2340.17633,2423.558556,2418.194144,2436.307813,2488.899437,2573.343898,2644.355982,2686.989143,2825.473775,3059.379251,3312.634684,3546.297194,3723.425065,3791.779822,3861.551969,3878.293285,3980.069899,4148.793917,4275.902781,4414.828596,4583.072382,4733.546102,4891.719774,5236.364249,5376.284117,5284.664584,5774.903888,6351.002523
Panama,PAN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5267.726635,5834.792162,6324.913427,6688.991831,6884.278377,7007.769223,7278.379448,7725.094163,8219.359655,8491.168069,8745.173623,8819.342946,8980.525436,9361.077221,10138.78848,10996.59287,12087.46443,13646.45312,15000.63933,15009.32365,15789.82942,17624.98341,19441.13067,21646.10311,23807.68732,26316.92457,28918.98815,31638.15194,33034.75136,34178.9238,28096.6123,33563.66063,39292.68751
Peru,PER,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3351.985817,3467.91244,3456.711406,3650.292009,4105.180592,4416.124259,4537.799352,4826.262011,4776.20582,4834.647834,5000.778712,5076.387272,5373.09604,5647.669109,6027.773555,6548.048287,7198.505639,7961.296296,8791.258632,8881.925515,9664.271272,10400.94848,10679.79775,11196.37773,11410.32919,11481.46456,11933.60033,12442.74646,13001.46125,13275.28157,11813.98844,13830.57026,15052.5031
Philippines,PHL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2662.617282,2676.268341,2684.649051,2742.814371,2856.182745,2980.450136,3136.145174,3273.827161,3215.258639,3292.028743,3437.108698,3545.85068,3658.689755,3842.346618,4121.951561,4375.79507,4661.962613,5005.591016,5224.590999,5236.977571,5587.066137,5818.593668,6244.177925,6559.712776,6905.113046,7122.724736,7614.773193,8001.75648,8566.84956,9102.189237,8208.669386,8933.133766,10136.55271
Palau,PLW,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9631.958662,10429.31746,10958.27454,10794.10974,11606.34052,12491.99365,12963.79523,13760.69627,13396.34712,12778.30064,13159.73357,14566.68956,15334.54162,15193.89534,16460.48991,17880.5766,18022.44262,17594.99385,18244.40041,18554.50727,17323.4277,15572.7393,
Papua New Guinea,PNG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1716.963812,1883.086723,2115.529062,2467.454428,2573.871539,2450.124711,2592.76739,2445.318473,2297.030108,2291.227116,2207.154102,2178.908925,2136.57377,2153.3938,2198.396023,2334.890552,2457.951525,2637.961804,2599.123255,2709.805326,2930.769648,2938.249398,3046.783671,3133.190249,3530.499072,3704.96272,3851.264927,3967.016196,3957.928658,4115.37039,3951.24593,4014.285466,4432.789618
Poland,POL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6185.402472,5924.903293,6193.316646,6560.415307,7040.275986,7685.568077,8278.080698,8936.608062,9487.972128,10040.89838,10674.18236,11121.85163,11804.26626,12289.08262,13353.75507,13896.79338,15151.36172,16804.96406,18303.35292,19240.13434,20889.75531,22658.37732,23589.14757,24319.88029,25316.33154,26822.66425,28165.83655,29958.12071,32027.60273,34976.04445,35315.71726,38241.71187,44134.61831
Pre-demographic dividend,PRE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1476.831355,1504.003594,1547.930696,1552.108216,1540.168417,1575.628604,1655.908393,1761.551941,1878.265675,1949.433663,2060.976616,2138.555604,2199.006896,2113.754277,2391.647319,2532.830178,2694.912176,2850.594104,3004.565835,3071.088049,3212.627371,3321.380453,3379.031243,3518.388953,3606.926812,3426.066252,3417.218764,3505.155139,3583.243865,3663.265734,3520.475792,3687.968318,4005.046273
Puerto Rico,PRI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13408.70736,14081.62741,14962.9833,15894.66318,16757.25399,17722.43736,18258.49414,19299.55592,20478.15326,21776.69047,22935.20288,24879.21758,25465.67357,25965.87902,28989.62829,29346.92352,29952.63636,30582.98731,30774.76017,30533.38344,30928.79093,31824.15484,32582.62241,33172.67126,33682.85003,34016.02235,34346.86733,34363.74599,35045.83596,36268.24334,34254.93597,36156.64661,40510.99243
"Korea, Dem. People's Rep.",PRK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11780.32586,12740.01344,13182.56727,13203.14115,13578.60106,14407.09682,14921.66789,15788.67235,16687.45083,17718.15157,18880.31493,19528.64083,20356.6473,20852.14703,21477.95324,22725.27749,24681.1381,25736.35002,26665.8373,26459.1641,27260.55351,26769.51189,26438.0163,27936.03966,28742.44038,29660.89607,31607.75424,33044.71674,34928.54353,37299.28777,34955.70549,36731.39764,41862.72278
Paraguay,PRY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5603.713225,5839.103263,5918.62483,6199.786713,6507.066713,6929.359744,7003.394967,7262.052984,7191.823537,7046.721298,6905.251941,6884.074506,6890.741252,7238.952804,7644.806732,7963.716614,8514.231358,9126.942685,9809.754936,9747.690257,10833.90104,11384.37218,10861.36023,11992.08303,12411.30209,12436.23468,13024.14989,13604.17472,14181.42515,14186.92718,14063.2737,15091.3251,15982.60444
West Bank and Gaza,PSE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200.900902,2301.603042,2268.342573,2530.032304,2851.449383,3052.078808,2782.160554,2514.878481,2178.701096,2469.183634,3013.3813,3371.513879,3354.098695,3485.041614,3712.204098,3950.2413,4120.271088,4494.731323,5255.825609,5371.6871,5510.13293,5954.400784,6305.391803,6401.740891,6470.10354,6510.325436,5705.155021,6224.656776,6759.021598
Pacific island small states,PSS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2709.456929,2745.441155,2928.380468,3040.372413,3213.461643,3370.846464,3510.338576,3467.383319,3506.643399,3708.655363,3678.545882,3762.684116,3865.12671,3962.71644,4191.864593,4359.691802,4532.522918,4602.711654,4726.7523,4667.409893,4837.628889,5058.730597,5269.710289,5534.123571,6199.918442,6601.769708,6759.01622,7093.727821,7415.10709,7508.486105,6585.365313,6521.494528,7742.124107
Post-demographic dividend,PST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18014.76273,18695.04372,19326.54657,19840.68022,20716.3794,21584.24331,22494.16133,23485.04147,24282.45503,25336.26452,26937.62723,27908.29606,28863.79884,29811.51683,31429.93216,32959.14468,35086.86533,36820.93784,37761.02338,36691.31285,38032.67645,39470.76393,40525.23248,42000.75412,43102.62451,44188.43206,45674.57683,47495.81355,49497.60781,51411.03252,49926.49775,54218.91231,59341.23466
French Polynesia,PYF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88707.29419,89675.055,92911.48311,93630.20531,110286.9632,112073.1006,121877.5941,121689.4537,124470.952,125789.1041,143070.2105,157255.3942,163219.492,158675.8127,143332.9077,98787.37849,84998.46792,92177.59594,93660.40729,94611.73415,94005.35835,102506.1263,114049.228
Romania,ROU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5280.613594,4795.438776,4515.324856,4699.413502,4995.747433,5429.417383,5745.672829,5564.163973,5544.554779,5596.447063,5848.877956,6519.707196,7162.365778,7560.294984,8990.399097,9602.104759,11554.97089,13701.57064,16782.10987,16632.70253,17355.76599,18802.86193,19809.00042,19677.01926,20632.22127,21624.52338,23904.49591,26943.46242,29568.30719,33066.47814,33442.48084,36122.76179,41259.54141
Russian Federation,RUS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8027.75293,7857.815918,6862.383789,6419.509277,5734.410156,5613.280762,5517.858887,5699.947754,5465.056152,5914.326172,6825.391602,7361.36377,8037.474609,9254.537109,10226.7666,11822.34668,14912.23438,16648.24219,20163.60938,19389.94141,20490.12695,22798.67383,24303.47266,26073.875,25761.64844,24085.32422,24128.08594,25926.44336,28821.26172,30067.74023,30011.57422,33878.11328,36307.80859
Rwanda,RWA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.9616045,544.9503991,576.8833853,525.6775906,313.6219139,512.6071182,498.3802661,505.5765441,539.1251664,563.7528253,617.0502397,675.0014272,762.2053673,776.223528,834.6164181,917.0578705,1005.430127,1081.88485,1193.270905,1242.704233,1315.144285,1412.598973,1449.731598,1503.973518,1665.003827,1763.24919,1842.207772,1934.972955,2098.897726,2283.466203,2182.22242,2469.002988,2793.185021
South Asia,SAS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1262.994205,1303.238922,1379.379925,1440.654032,1525.631056,1629.881948,1736.19446,1794.969791,1877.179782,2008.919456,2097.178587,2198.045698,2269.071424,2435.80828,2644.192058,2887.357268,3153.669234,3420.331327,3547.939471,3767.342095,4037.867377,4268.239073,4611.03515,4800.019711,4976.510795,5190.499504,5519.560321,5827.26026,6271.603484,6561.554987,6270.410392,7019.985325,7937.050741
Saudi Arabia,SAU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32478.02177,37109.45577,38036.45854,37190.87254,37113.66954,36924.24404,37555.2889,37601.5525,38104.05429,36236.23153,38164.99057,37612.28615,36239.67026,40172.81747,43572.48822,46012.76165,46862.72202,47129.53069,49106.00082,46624.80974,47999.00814,53049.873,54696.2153,53883.87883,54356.17015,48173.84451,45602.60398,47551.85952,48861.1878,49018.9099,47278.69302,51607.01136,59279.89005
Sudan,SDN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1519.96936,1658.638672,1779.886963,1874.171875,1887.276855,1989.10791,2093.830322,2457.360107,2534.319824,2586.206543,2732.028564,2892.32251,3030.687012,3198.496582,3360.796143,3558.002197,3789.271729,3985.380371,4086.007324,3876.257813,3954.468994,4293.562012,3917.820557,3953.738037,4544.037109,4519.487305,4813.868652,4613.950195,4453.767578,4308.421387,4091.842285,4083.975098,4217.421875
Senegal,SEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1549.983462,1598.715033,1610.983489,1626.319342,1616.77567,1697.449733,1721.421846,1762.950057,1845.144716,1943.17985,2016.430921,2100.1589,2083.42887,2188.880041,2293.924038,2405.907614,2472.756369,2543.524756,2618.327075,2636.115311,2684.494063,2702.261062,2774.647024,2780.113684,2872.119811,3017.350576,3126.431885,3259.19258,3449.84793,3575.974691,3574.016928,3874.945158,4210.359279
Singapore,SGP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23812.9761,25528.01351,27019.36501,30059.38906,33054.58648,35087.00902,36869.56203,39283.07853,37557.02522,39943.71835,43775.87265,43104.28273,45080.26634,48774.72472,54377.34385,58814.91445,64054.27086,68793.70978,67718.4183,66212.31751,75389.76818,80052.3915,82064.96119,83001.7878,84423.19134,86974.74762,89495.01545,95334.14557,100642.7522,102630.9331,100226.3685,118887.8221,127606.8148
Solomon Islands,SLB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1294.544687,1377.072984,1541.340634,1593.858395,1709.452721,1866.661005,1877.009841,1839.600458,1833.108233,1801.001716,1539.380286,1414.549848,1364.262744,1448.345137,1565.615678,1695.070985,1779.325441,1851.929713,1960.73484,1984.322048,2151.920456,2303.042989,2344.523477,2447.577162,2459.601194,2462.833156,2561.138317,2625.13453,2696.641017,2727.894532,2607.481827,2645.34556,2654.970328
Sierra Leone,SLE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.5296794,799.2212024,673.8059082,700.2153992,698.1102178,654.3362325,674.3814405,637.2417174,649.2918644,641.7794039,683.3500873,617.6212588,749.9219154,804.2633009,850.3681806,891.0598544,937.0499156,1016.499938,1065.10659,1076.47129,1129.798036,1190.098461,1385.227367,1721.257378,1756.728336,1567.982054,1641.301968,1593.515322,1649.036342,1726.069487,1675.212571,1781.930343,1930.900727
El Salvador,SLV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2873.395929,2963.114815,3190.212838,3407.498653,3603.846481,3816.624723,3884.96354,4044.227771,4167.939501,4289.797836,4410.68214,4527.223942,4652.093194,4805.717018,4971.347934,5262.808107,5663.658591,5914.687714,6133.674524,6019.908953,6200.239767,6542.94498,6622.574629,6966.572241,7332.904449,7712.372705,8174.474125,8617.921708,9024.79267,9398.028821,8759.14516,10140.97276,11098.09839
San Marino,SMR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44776.7316,47910.60172,52165.78583,53658.77317,56843.35565,56596.02823,58623.52918,61871.18163,64439.64094,67933.92514,73713.83913,73952.63184,65973.61114,62015.69867,56456.30009,52759.38334,52290.90193,54688.305,55117.61929,56893.47224,58201.5271,60314.0019,62623.90481,59521.38299,67982.97051,
